run_id,model,lr,dropout,batch_size,num_heads,head_dim,num_filters,cnn_kernel_size,lstur_mode,epoch,train_loss,val_loss,val_auc,val_mrr,val_ndcg5,val_ndcg10,is_best
5,lstur,0.0001,0.2,64,,,400,,ini,3,1.448391,1.423691,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,4,1.413091,1.406995,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,5,1.387287,1.397227,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,6,1.363426,1.386628,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,7,1.341632,1.379325,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,8,1.321086,1.379109,,,,,1
5,lstur,0.0001,0.2,64,,,400,,ini,9,1.298699,1.381025,,,,,0
5,lstur,0.0001,0.2,64,,,400,,ini,10,1.278102,1.381559,,,,,0
5,lstur,0.0001,0.2,64,,,400,,ini,11,1.256952,1.39183,,,,,0
6,lstur,0.0003,0.2,64,,,400,,ini,1,1.593114,1.486798,,,,,1
6,lstur,0.0003,0.2,64,,,400,,ini,2,1.495706,1.466042,,,,,1
6,lstur,0.0003,0.2,64,,,400,,ini,3,1.46883,1.454858,,,,,1
6,lstur,0.0003,0.2,64,,,400,,ini,4,1.445687,1.444683,,,,,1
6,lstur,0.0003,0.2,64,,,400,,ini,5,1.41952,1.43865,,,,,1
6,lstur,0.0003,0.2,64,,,400,,ini,6,1.392283,1.442076,,,,,0
6,lstur,0.0003,0.2,64,,,400,,ini,7,1.360324,1.456684,,,,,0
6,lstur,0.0003,0.2,64,,,400,,ini,8,1.327128,1.466969,,,,,0
7,lstur,0.0001,0.2,64,,,400,,con,1,1.572076,1.510023,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,2,1.5228,1.500214,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,3,1.506782,1.477971,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,4,1.491977,1.470503,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,5,1.479904,1.460851,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,6,1.466407,1.455931,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,7,1.454495,1.444715,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,8,1.442293,1.441368,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,9,1.433123,1.43093,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,10,1.423013,1.434776,,,,,0
7,lstur,0.0001,0.2,64,,,400,,con,11,1.414121,1.428548,,,,,1
7,lstur,0.0001,0.2,64,,,400,,con,12,1.404349,1.4341,,,,,0
7,lstur,0.0001,0.2,64,,,400,,con,13,1.393639,1.4299,,,,,0
7,lstur,0.0001,0.2,64,,,400,,con,14,1.386046,1.434222,,,,,0
8,lstur,0.0003,0.2,64,,,400,,con,1,1.575453,1.519159,,,,,1
8,lstur,0.0003,0.2,64,,,400,,con,2,1.541694,1.523522,,,,,0
8,lstur,0.0003,0.2,64,,,400,,con,3,1.529959,1.501634,,,,,1
8,lstur,0.0003,0.2,64,,,400,,con,4,1.517015,1.491085,,,,,1
8,lstur,0.0003,0.2,64,,,400,,con,5,1.507732,1.496164,,,,,0
8,lstur,0.0003,0.2,64,,,400,,con,6,1.500704,1.486084,,,,,1
8,lstur,0.0003,0.2,64,,,400,,con,7,1.493643,1.497068,,,,,0
8,lstur,0.0003,0.2,64,,,400,,con,8,1.486559,1.492208,,,,,0
8,lstur,0.0003,0.2,64,,,400,,con,9,1.480907,1.495135,,,,,0
9,npa,0.0001,0.2,64,,,400,,,1,1.615699,1.456122,,,,,1
9,npa,0.0001,0.2,64,,,400,,,2,1.470624,1.432697,,,,,1
9,npa,0.0001,0.2,64,,,400,,,3,1.430607,1.416257,,,,,1
9,npa,0.0001,0.2,64,,,400,,,4,1.403366,1.406632,,,,,1
9,npa,0.0001,0.2,64,,,400,,,5,1.377752,1.399186,,,,,1
9,npa,0.0001,0.2,64,,,400,,,6,1.358357,1.398433,,,,,1
9,npa,0.0001,0.2,64,,,400,,,7,1.339353,1.398713,,,,,0
9,npa,0.0001,0.2,64,,,400,,,8,1.320083,1.400827,,,,,0
9,npa,0.0001,0.2,64,,,400,,,9,1.300419,1.401202,,,,,0
10,npa,0.0003,0.2,64,,,400,,,1,1.570778,1.44917,,,,,1
10,npa,0.0003,0.2,64,,,400,,,2,1.44869,1.424329,,,,,1
10,npa,0.0003,0.2,64,,,400,,,3,1.414726,1.406252,,,,,1
10,npa,0.0003,0.2,64,,,400,,,4,1.386847,1.394718,,,,,1
10,npa,0.0003,0.2,64,,,400,,,5,1.358157,1.391292,,,,,1
10,npa,0.0003,0.2,64,,,400,,,6,1.331586,1.388637,,,,,1
10,npa,0.0003,0.2,64,,,400,,,7,1.302807,1.396171,,,,,0
10,npa,0.0003,0.2,64,,,400,,,8,1.276121,1.400736,,,,,0
10,npa,0.0003,0.2,64,,,400,,,9,1.246402,1.405076,,,,,0
11,npa,0.0001,0.3,64,,,400,,,1,1.732235,1.464108,,,,,1
11,npa,0.0001,0.3,64,,,400,,,2,1.503909,1.44486,,,,,1
11,npa,0.0001,0.3,64,,,400,,,3,1.459791,1.429172,,,,,1
11,npa,0.0001,0.3,64,,,400,,,4,1.437584,1.417233,,,,,1
11,npa,0.0001,0.3,64,,,400,,,5,1.418521,1.409946,,,,,1
11,npa,0.0001,0.3,64,,,400,,,6,1.404919,1.403771,,,,,1
11,npa,0.0001,0.3,64,,,400,,,7,1.391792,1.398614,,,,,1
11,npa,0.0001,0.3,64,,,400,,,8,1.378817,1.397691,,,,,1
11,npa,0.0001,0.3,64,,,400,,,9,1.365554,1.394394,,,,,1
11,npa,0.0001,0.3,64,,,400,,,10,1.353653,1.394835,,,,,0
11,npa,0.0001,0.3,64,,,400,,,11,1.342499,1.393157,,,,,1
11,npa,0.0001,0.3,64,,,400,,,12,1.328794,1.391563,,,,,1
11,npa,0.0001,0.3,64,,,400,,,13,1.317295,1.390846,,,,,1
11,npa,0.0001,0.3,64,,,400,,,14,1.307886,1.391888,,,,,0
11,npa,0.0001,0.3,64,,,400,,,15,1.29459,1.395203,,,,,0
11,npa,0.0001,0.3,64,,,400,,,16,1.283832,1.397637,,,,,0
12,npa,0.0003,0.1,128,,,400,,,1,1.53349,1.442073,,,,,1
12,npa,0.0003,0.1,128,,,400,,,2,1.422345,1.419524,,,,,1
12,npa,0.0003,0.1,128,,,400,,,3,1.373793,1.401625,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,1,1.49041,1.436021,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,2,1.428975,1.402587,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,3,1.3988,1.379159,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,4,1.377815,1.365501,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,5,1.36079,1.353935,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,6,1.346734,1.344699,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,7,1.333589,1.341129,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,8,1.325267,1.333393,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,9,1.312146,1.330855,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,10,1.302517,1.327136,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,11,1.291297,1.325182,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,12,1.281819,1.322871,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,13,1.272745,1.322211,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,14,1.264079,1.319571,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,15,1.25325,1.318958,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,16,1.24413,1.320175,,,,,0
13,nrms,0.0001,0.2,64,20,20,,,,17,1.236863,1.317834,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,18,1.228853,1.317649,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,19,1.220419,1.317613,,,,,1
13,nrms,0.0001,0.2,64,20,20,,,,20,1.211737,1.318058,,,,,0
14,nrms,0.0003,0.2,64,20,20,,,,1,1.483114,1.430708,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,2,1.43218,1.407721,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,3,1.419907,1.396673,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,4,1.414999,1.394549,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,5,1.412899,1.390653,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,6,1.411114,1.392669,,,,,0
14,nrms,0.0003,0.2,64,20,20,,,,7,1.41062,1.389396,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,8,1.411874,1.387787,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,9,1.412663,1.384373,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,10,1.411543,1.384843,,,,,0
14,nrms,0.0003,0.2,64,20,20,,,,11,1.413341,1.38365,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,12,1.410349,1.383136,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,13,1.40914,1.38182,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,14,1.405822,1.375654,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,15,1.404564,1.375398,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,16,1.397049,1.375585,,,,,0
14,nrms,0.0003,0.2,64,20,20,,,,17,1.388813,1.367419,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,18,1.382082,1.369728,,,,,0
14,nrms,0.0003,0.2,64,20,20,,,,19,1.370872,1.364751,,,,,1
14,nrms,0.0003,0.2,64,20,20,,,,20,1.353375,1.356393,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,1,1.647404,1.631381,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,2,1.69655,1.455979,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,3,1.467282,1.408606,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,4,1.437363,1.37865,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,5,1.390828,1.370672,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,6,1.346155,1.352592,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,7,1.345124,1.351552,,,,,1
15,nrms,0.001,0.2,64,20,20,,,,8,1.293772,1.396008,,,,,0
15,nrms,0.001,0.2,64,20,20,,,,9,1.280245,1.352595,,,,,0
15,nrms,0.001,0.2,64,20,20,,,,10,1.23989,1.358462,,,,,0
16,nrms,0.0001,0.3,64,20,20,,,,1,1.509987,1.458611,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,2,1.456888,1.427027,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,3,1.431178,1.405486,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,4,1.411547,1.391698,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,5,1.397979,1.377563,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,6,1.386646,1.369586,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,7,1.376424,1.362449,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,8,1.36678,1.354181,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,9,1.35824,1.350899,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,10,1.350724,1.343916,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,11,1.343698,1.33989,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,12,1.338566,1.339561,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,13,1.330976,1.335031,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,14,1.324088,1.332669,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,15,1.319365,1.329353,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,16,1.314835,1.327474,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,17,1.307556,1.324418,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,18,1.304059,1.32382,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,19,1.298172,1.321664,,,,,1
16,nrms,0.0001,0.3,64,20,20,,,,20,1.292355,1.318635,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,1,1.490648,1.427568,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,2,1.442479,1.40609,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,3,1.425153,1.394264,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,4,1.418911,1.386537,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,5,1.413466,1.378502,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,6,1.409467,1.377497,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,7,1.407196,1.37209,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,8,1.403891,1.370293,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,9,1.400001,1.366426,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,10,1.395454,1.366158,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,11,1.391932,1.360705,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,12,1.387116,1.365386,,,,,0
17,nrms,0.0003,0.3,64,20,20,,,,13,1.382159,1.359955,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,14,1.374934,1.356508,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,15,1.367363,1.351882,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,16,1.36146,1.348972,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,17,1.354165,1.347779,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,18,1.346344,1.342461,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,19,1.332061,1.338819,,,,,1
17,nrms,0.0003,0.3,64,20,20,,,,20,1.312229,1.328812,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,1,1.486416,1.436985,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,2,1.418327,1.394725,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,3,1.381039,1.371089,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,4,1.3546,1.356605,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,5,1.333612,1.345681,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,6,1.316038,1.339346,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,7,1.299378,1.333245,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,8,1.284693,1.331454,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,9,1.270062,1.330419,,,,,1
18,nrms,0.0001,0.1,128,20,20,,,,10,1.25479,1.330474,,,,,0
18,nrms,0.0001,0.1,128,20,20,,,,11,1.238509,1.330526,,,,,0
18,nrms,0.0001,0.1,128,20,20,,,,12,1.223732,1.332495,,,,,0
19,nrms,0.0003,0.1,128,20,20,,,,1,1.454143,1.395151,,,,,1
19,nrms,0.0003,0.1,128,20,20,,,,2,1.380955,1.367955,,,,,1
19,nrms,0.0003,0.1,128,20,20,,,,3,1.344582,1.352468,,,,,1
19,nrms,0.0003,0.1,128,20,20,,,,4,1.318322,1.343944,,,,,1
19,nrms,0.0003,0.1,128,20,20,,,,5,1.297375,1.33977,,,,,1
19,nrms,0.0003,0.1,128,20,20,,,,6,1.274513,1.341729,,,,,0
19,nrms,0.0003,0.1,128,20,20,,,,7,1.253973,1.341854,,,,,0
19,nrms,0.0003,0.1,128,20,20,,,,8,1.235724,1.344863,,,,,0
20,nrms,0.0001,0.2,64,16,25,,,,1,1.487984,1.431106,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,2,1.42618,1.398872,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,3,1.396757,1.378543,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,4,1.376159,1.363378,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,5,1.359282,1.349777,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,6,1.345157,1.3461,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,7,1.333877,1.337889,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,8,1.324058,1.332818,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,9,1.31066,1.327401,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,10,1.299173,1.325307,,,,,1
20,nrms,0.0001,0.2,64,16,25,,,,11,1.288531,1.320164,,,,,1
